order_item_id,order_id,sku,qty,unit_price,line_total
394,165,SKU00107,2,63.02,126.04
395,165,SKU00133,3,75.97,227.91
396,166,SKU00346,2,24.57,49.14
397,167,SKU00032,2,57.71,115.42
398,167,SKU00199,2,156.8,313.6
399,167,SKU00032,3,57.71,173.13
400,167,SKU00027,1,68.57,68.57
401,168,SKU00135,3,59.4,178.2
402,168,SKU00178,2,142.55,285.1
403,168,SKU00076,3,68.51,205.53
404,169,SKU00221,2,189.28,378.56
405,170,SKU00375,2,24.27,48.54
406,170,SKU00251,3,65.41,196.23
407,170,SKU00251,1,65.41,65.41
408,170,SKU00260,1,46.11,46.11
409,171,SKU00178,3,142.55,427.65
410,171,SKU00032,1,57.71,57.71
411,171,SKU00199,2,156.8,313.6
412,171,SKU00007,3,76.19,228.57
413,172,SKU00138,1,104.27,104.27
414,172,SKU00354,2,189.31,378.62
415,172,SKU00354,3,189.31,567.93
416,173,SKU00228,2,94.88,189.76
417,173,SKU00186,2,57.47,114.94
418,173,SKU00102,2,88.66,177.32
419,173,SKU00228,1,94.88,94.88
420,174,SKU00285,3,103.64,310.92
421,174,SKU00051,1,103.38,103.38
422,175,SKU00151,1,75.33,75.33
423,175,SKU00274,1,51.7,51.7
424,175,SKU00276,1,93.18,93.18
425,176,SKU00191,2,112.76,225.52
426,176,SKU00106,3,31.32,93.96
427,176,SKU00295,3,45.03,135.09
428,176,SKU00119,1,126.48,126.48
429,177,SKU00357,2,117.16,234.32
430,177,SKU00240,3,25.8,77.4
431,177,SKU00181,3,93.11,279.33
432,177,SKU00116,3,119.05,357.15
433,178,SKU00065,3,44.05,132.15
434,179,SKU00312,3,78.56,235.68
435,180,SKU00306,2,108.25,216.5
436,181,SKU00165,3,64.88,194.64
437,181,SKU00097,1,39.8,39.8
438,181,SKU00154,1,37.34,37.34
439,181,SKU00232,2,51.27,102.54
440,182,SKU00374,2,29.27,58.54
441,182,SKU00314,2,113.27,226.54
442,182,SKU00371,1,119.22,119.22
443,183,SKU00092,2,97.4,194.8
444,184,SKU00178,3,142.55,427.65
445,184,SKU00229,3,45.37,136.11
446,184,SKU00238,1,53.2,53.2
447,185,SKU00312,2,78.56,157.12
448,185,SKU00167,3,112.91,338.73
449,186,SKU00213,1,83.2,83.2
450,186,SKU00191,1,112.76,112.76
451,186,SKU00315,2,41.37,82.74
452,186,SKU00314,3,113.27,339.81
453,187,SKU00259,1,84.26,84.26
454,187,SKU00127,3,87.48,262.44
455,188,SKU00133,3,75.97,227.91
456,189,SKU00324,2,108.14,216.28
457,190,SKU00109,2,122.69,245.38
458,190,SKU00209,2,78.04,156.08
459,190,SKU00060,1,137.73,137.73
460,191,SKU00150,3,107.56,322.68
461,192,SKU00239,1,70.34,70.34
462,192,SKU00154,1,37.34,37.34
463,192,SKU00018,3,53.27,159.81
464,192,SKU00154,1,37.34,37.34
465,193,SKU00345,3,24.32,72.96
466,193,SKU00319,2,27.89,55.78
467,194,SKU00277,3,116.02,348.06
468,194,SKU00099,2,73.54,147.08
469,194,SKU00099,1,73.54,73.54
470,194,SKU00277,2,116.02,232.04
471,195,SKU00365,1,62.7,62.7
472,196,SKU00228,2,94.88,189.76
473,196,SKU00223,3,98.37,295.11
474,196,SKU00373,3,55.84,167.52
475,197,SKU00338,3,12.97,38.91
476,198,SKU00116,2,119.05,238.1
477,199,SKU00099,2,73.54,147.08
478,199,SKU00099,3,73.54,220.62
479,200,SKU00178,3,142.55,427.65
480,200,SKU00289,1,144.8,144.8
481,201,SKU00247,1,98.31,98.31
482,201,SKU00342,1,117.3,117.3
483,201,SKU00179,3,136.9,410.7
484,202,SKU00056,1,52.26,52.26
485,202,SKU00145,3,64.93,194.79
486,202,SKU00341,1,59.46,59.46
487,203,SKU00184,3,86.46,259.38
488,203,SKU00075,1,86.56,86.56
489,203,SKU00278,1,33.99,33.99
490,203,SKU00047,3,66.68,200.04
491,204,SKU00030,3,105.88,317.64
492,204,SKU00035,3,112.45,337.35
493,204,SKU00030,2,105.88,211.76
494,205,SKU00153,3,53.29,159.87
495,205,SKU00319,1,27.89,27.89
496,206,SKU00065,2,44.05,88.1
497,206,SKU00032,2,57.71,115.42
498,206,SKU00379,2,89.56,179.12
499,207,SKU00091,3,116.96,350.88
500,208,SKU00013,1,92.31,92.31
501,208,SKU00299,2,108.85,217.7
502,208,SKU00299,3,108.85,326.55
503,208,SKU00346,2,24.57,49.14
504,209,SKU00291,1,94.13,94.13
505,209,SKU00291,1,94.13,94.13
506,209,SKU00377,1,42.4,42.4
507,210,SKU00205,1,81.5,81.5
508,210,SKU00183,3,122.14,366.42
509,210,SKU00174,1,110.18,110.18
510,210,SKU00052,1,113.85,113.85
511,211,SKU00160,3,31.11,93.33
512,212,SKU00035,3,112.45,337.35
513,212,SKU00030,2,105.88,211.76
514,213,SKU00193,2,16.56,33.12
515,213,SKU00193,2,16.56,33.12
516,213,SKU00338,2,12.97,25.94
517,214,SKU00264,3,32.04,96.12
518,214,SKU00067,3,75.14,225.42
519,214,SKU00219,3,126.32,378.96
520,214,SKU00108,2,152.88,305.76
521,215,SKU00362,2,134.39,268.78
522,215,SKU00364,1,36.88,36.88
523,215,SKU00110,1,100.31,100.31
524,216,SKU00312,1,78.56,78.56
525,216,SKU00169,1,95.4,95.4
526,216,SKU00169,3,95.4,286.2
527,217,SKU00006,1,158.08,158.08
528,217,SKU00172,1,30.2,30.2
529,218,SKU00357,3,117.16,351.48
530,218,SKU00143,3,120.34,361.02
531,218,SKU00043,3,97.69,293.07
532,219,SKU00195,2,40.19,80.38
533,219,SKU00191,2,112.76,225.52
534,220,SKU00109,2,122.69,245.38
535,220,SKU00247,1,98.31,98.31
536,220,SKU00140,2,47.44,94.88
537,220,SKU00015,2,81.91,163.82
538,221,SKU00012,1,159.7,159.7
539,222,SKU00227,1,66.85,66.85
540,222,SKU00070,2,37.07,74.14
541,223,SKU00221,1,189.28,189.28
542,223,SKU00277,1,116.02,116.02
543,223,SKU00277,3,116.02,348.06
544,224,SKU00224,1,112.7,112.7
545,224,SKU00228,1,94.88,94.88
546,224,SKU00320,1,57.46,57.46
547,224,SKU00186,2,57.47,114.94
548,225,SKU00205,1,81.5,81.5
549,225,SKU00324,1,108.14,108.14
550,225,SKU00109,2,122.69,245.38
551,226,SKU00020,1,78.01,78.01
552,226,SKU00332,1,100.04,100.04
553,226,SKU00115,1,55.31,55.31
554,227,SKU00327,1,52.17,52.17
555,228,SKU00080,2,95.97,191.94
556,229,SKU00377,3,42.4,127.2
557,230,SKU00343,3,69.78,209.34
558,230,SKU00279,3,78.19,234.57
559,231,SKU00179,3,136.9,410.7
560,231,SKU00050,1,101.39,101.39
561,231,SKU00050,3,101.39,304.17
562,231,SKU00275,1,133.96,133.96
563,232,SKU00295,2,45.03,90.06
564,233,SKU00030,2,105.88,211.76
565,233,SKU00199,1,156.8,156.8
566,234,SKU00324,2,108.14,216.28
567,234,SKU00151,3,75.33,225.99
568,235,SKU00039,1,54.08,54.08
569,235,SKU00311,3,92.05,276.15
570,235,SKU00082,3,44.99,134.97
571,235,SKU00186,3,57.47,172.41
572,236,SKU00041,3,114.91,344.73
573,236,SKU00041,3,114.91,344.73
574,237,SKU00311,3,92.05,276.15
575,237,SKU00228,1,94.88,94.88
576,238,SKU00181,1,93.11,93.11
577,238,SKU00181,1,93.11,93.11
578,238,SKU00116,3,119.05,357.15
579,238,SKU00350,2,126.39,252.78
580,239,SKU00196,2,10.36,20.72
581,240,SKU00060,3,137.73,413.19
582,240,SKU00209,2,78.04,156.08
583,241,SKU00161,1,14.81,14.81
584,241,SKU00336,3,27.57,82.71
585,241,SKU00336,2,27.57,55.14
586,241,SKU00336,2,27.57,55.14
587,242,SKU00091,2,116.96,233.92
588,242,SKU00147,1,70.02,70.02
589,242,SKU00262,3,98.01,294.03
590,243,SKU00124,3,37.55,112.65
591,244,SKU00232,1,51.27,51.27
592,244,SKU00165,3,64.88,194.64
593,244,SKU00018,1,53.27,53.27
594,244,SKU00232,3,51.27,153.81
595,245,SKU00069,2,76.86,153.72
596,245,SKU00353,3,33.82,101.46
597,246,SKU00356,2,54.33,108.66
598,246,SKU00154,3,37.34,112.02
599,247,SKU00254,3,155.65,466.95
600,247,SKU00215,1,66.27,66.27
601,247,SKU00254,3,155.65,466.95
602,248,SKU00111,3,76.14,228.42
603,248,SKU00307,3,77.74,233.22
604,249,SKU00114,1,58.3,58.3
605,249,SKU00301,2,15.24,30.48
606,249,SKU00294,3,23.02,69.06
607,249,SKU00376,1,12.11,12.11
608,250,SKU00213,3,83.2,249.6
609,251,SKU00110,2,100.31,200.62
610,251,SKU00110,3,100.31,300.93
611,251,SKU00152,2,118.67,237.34
612,251,SKU00152,2,118.67,237.34
613,252,SKU00175,3,75.8,227.4
614,253,SKU00201,2,107.09,214.18
615,254,SKU00120,1,108.16,108.16
616,254,SKU00150,1,107.56,107.56
617,254,SKU00120,2,108.16,216.32
618,254,SKU00362,1,134.39,134.39
619,255,SKU00010,3,143.15,429.45
620,255,SKU00012,2,159.7,319.4
621,255,SKU00010,2,143.15,286.3
622,255,SKU00004,2,97.69,195.38
623,256,SKU00272,3,91.93,275.79
624,256,SKU00320,3,57.46,172.38
625,257,SKU00183,1,122.14,122.14
626,257,SKU00214,2,62.39,124.78
627,258,SKU00365,1,62.7,62.7
628,259,SKU00102,2,88.66,177.32
629,259,SKU00228,2,94.88,189.76
630,259,SKU00373,3,55.84,167.52
631,259,SKU00224,1,112.7,112.7
632,260,SKU00152,2,118.67,237.34
633,260,SKU00054,1,105.41,105.41
634,261,SKU00005,2,58.64,117.28
635,261,SKU00165,3,64.88,194.64
636,261,SKU00025,1,89.95,89.95
637,261,SKU00154,2,37.34,74.68
638,262,SKU00288,1,154.6,154.6
639,262,SKU00226,3,103.81,311.43
640,262,SKU00092,3,97.4,292.2
641,263,SKU00309,2,8.04,16.08
642,263,SKU00196,2,10.36,20.72
643,264,SKU00337,2,90.59,181.18
644,265,SKU00202,3,57.15,171.45
645,265,SKU00301,1,15.24,15.24
646,265,SKU00331,3,20.91,62.73
647,266,SKU00066,1,103.49,103.49
648,266,SKU00086,2,104.57,209.14
649,266,SKU00086,1,104.57,104.57
650,267,SKU00076,3,68.51,205.53
651,267,SKU00308,1,129.09,129.09
652,268,SKU00353,1,33.82,33.82
653,268,SKU00299,1,108.85,108.85
654,269,SKU00095,2,69.9,139.8
655,270,SKU00042,3,77.44,232.32
656,270,SKU00184,3,86.46,259.38
657,270,SKU00123,1,76.91,76.91
658,270,SKU00259,2,84.26,168.52
659,271,SKU00319,1,27.89,27.89
660,272,SKU00331,3,20.91,62.73
661,272,SKU00294,3,23.02,69.06
662,272,SKU00294,2,23.02,46.04
663,272,SKU00114,1,58.3,58.3
664,273,SKU00331,2,20.91,41.82
665,273,SKU00338,1,12.97,12.97
666,273,SKU00114,3,58.3,174.9
667,273,SKU00376,2,12.11,24.22
668,274,SKU00260,3,46.11,138.33
669,275,SKU00170,1,71.83,71.83
670,275,SKU00113,1,35.92,35.92
671,275,SKU00327,2,52.17,104.34
672,275,SKU00180,1,79.45,79.45
673,276,SKU00208,2,24.56,49.12
674,276,SKU00309,2,8.04,16.08
675,276,SKU00196,1,10.36,10.36
676,277,SKU00174,1,110.18,110.18
677,278,SKU00223,2,98.37,196.74
678,279,SKU00297,1,97.64,97.64
679,279,SKU00091,1,116.96,116.96
680,279,SKU00293,3,32.06,96.18
681,280,SKU00315,3,41.37,124.11
682,280,SKU00315,1,41.37,41.37
683,281,SKU00279,3,78.19,234.57
684,281,SKU00124,1,37.55,37.55
685,281,SKU00233,2,30.49,60.98
686,282,SKU00286,3,63.1,189.3
687,282,SKU00049,2,74.17,148.34
688,282,SKU00125,3,23.86,71.58
689,282,SKU00286,3,63.1,189.3
690,283,SKU00244,2,87.23,174.46
691,283,SKU00170,2,71.83,143.66
692,283,SKU00079,1,82.2,82.2
693,283,SKU00241,3,78.97,236.91
694,284,SKU00001,1,32.23,32.23
695,284,SKU00077,2,89.14,178.28
696,284,SKU00242,2,69.4,138.8
697,284,SKU00020,3,78.01,234.03
